id,country,name,address,focus,source_page
18612,United Kingdom,Institute of Practitioners in Advertising (IPA),"44 Belgrave Sq, London SW1X 8QS - T: (020) 625007; Fax: 72459904; E-mail: mark@ipa.co.uk; Internet: http://www.ipa.co.uk - Founded: 1917; Members Firms: 1786 - Gen Secr: Nick Phillips",Advert,image00296.jpg
18613,United Kingdom,Institute of Professional Investigators (IPI),"Ste 353, Glenfield Business Centre, Blackwater Rd, Blackburn BB1 5QH - T: (01254) 680072; Fax: 59276; E-mail: admin@ipi.org.uk; Internet: http://www.ipi.org.uk - Founded: 1976; Members: 450 - Gen Secr: James D. Cole",Detec Agencies,image00296.jpg
18614,United Kingdom,Institute of Qualified Private Secretaries,"6 Bridge Av, Maidenhead SL6 1RR - T: (01628) 625007; Fax: 624990 - Founded: 1957; Members: 3000 - Gen Secr: Jenny Jerrum",Secretaries,image00296.jpg
18615,United Kingdom,Institute of Quality Assurance,"12 Grosvenor Crescent, London SW1X 7EE - T: (020) 72456722; Fax: 72456788; Internet: http://www.iqa.org - Founded: 1919; Members: 13409; Members Firms: 409 - Gen Secr: Donald Campbell",Insur,image00296.jpg
18616,United Kingdom,Institute of Refractories Engineers,"15 Saint Benedicts Rd, Wombourne, Wolverhampton WV5 9HP - T: (01902) 894799 - Founded: 1961; Members: 1350 - Gen Secr: J.B. Traynor",Eng & Techn,image00296.jpg
18617,United Kingdom,Institute of Risk Management (IRM),"6 Lloyds Av, London EC3N 3AX - T: (020) 77099808; Fax: 770990716; E-mail: irmgt@aol.com; Internet: http://www.figtree.co.uk - Founded: 1986; Members: 1700 - Gen Secr: Maureen B. Gibbins",Managers,image00296.jpg
18618,United Kingdom,Institute of Road Transport Engineers (IRTE),"22 Greencoat Pl, London SW1P 1PR - T: (020) 76301111; Fax: 76306677; E-mail: irte@dial.pipex.com - Founded: 1944; Members: 18500; Members Firms: 25 - Gen Secr: A.F. Stroud",Freight Transp; Eng & Techn,image00296.jpg
18619,United Kingdom,Institute of Sales and Marketing Management,"31 Upper George St, Luton LU1 2RD - T: (01582) 411130; Fax: 453640 - Founded: 1976; Members: 12000 - Gen Secr: Jennie Hamaman",Commerce; Marketing; Managers,image00296.jpg
18620,United Kingdom,Institute of Sport and Recreation Management,"36-38 Sherrard St, Melton Mowbray LE13 1XJ - T: (01664) 65531; Fax: 501155 - Founded: 1921; Members: 4900; Members Firms: 300 - Gen Secr: Ralph Riley",Managers,image00296.jpg
18621,United Kingdom,Institute of Swimming Pool Engineers,"POB 3089, Halstead CO9 4SB - Founded: 1979; Members: 700 - Gen Secr: R. Alcock",Baths & Swim Pools; Eng & Tech,image00296.jpg
18622,United Kingdom,Institute of the Motor Industry (IMI),"Fanshaws, Brickendon, Hertford SG13 8PQ - T: (01992) 511521; Fax: 511548 - Founded: 1920; Members: 29500 - Gen Secr: Roy Ward",Engines & Mot,image00296.jpg
18623,United Kingdom,Institute of Trade Mark Agents (ITMA),"2-6 Sydenham Rd, Croydon CR0 9XE - T: (020) 86862052; Fax: 86805723; E-mail: tm@itma.org.uk; Internet: http://www.itma.org.uk - Founded: 1934; Members: 1500 - Gen Secr: Margaret J. Tyler",Copyr & Tradem; Repr & Agents,image00296.jpg
18624,United Kingdom,Institute of Translation and Interpreting,"377 City Rd, London EC1V 1N - T: (020) 77137600; Fax: 77137650; E-mail: iti@comouserve.com; Internet: http://www.iti.org.uk - Founded: 1986; Members: 2800 - Gen Secr: Jane Hibdert",Translat,image00296.jpg
18625,United Kingdom,Institute of Transport Administration (IOTA),"32 Palmerston Rd, Southampton SO14 1LL - T: (023) 80631380; Fax: 80634165 - Founded: 1944; Members: 3000 - Gen Secr: J.K. Miller",Freight Transp,image00296.jpg
18626,United Kingdom,Institute of Travel and Tourism (ITT),"113 Victoria St, Saint Albans AL1 3TJ - T: (01727) 854395; Fax: 847415; E-mail: itt@dial.pipex.com - Founded: 1956; Members: 3125; Members Firms: 125 - Gen Secr: Linda Gibson",Trav Agenc & Tour Operat,image00296.jpg
18627,United Kingdom,Institute of Vehicle Recovery,"201 Great Portland St, London W1N 6AB - T: (01788) 540494; Fax: 547565 - Founded: 1983; Members: 431 - Gen Secr: Simon McCormack",Auto,image00296.jpg
18628,United Kingdom,Institute of Wastes Management (IWM),"9 Saxon Court, Saint Peter's Gardens, Northampton NN1 1SX - T: (01604) 620426; Fax: 621339; E-mail: iwm.technical@dial.pipex.com; Internet: http://www.iwm.co.uk - Founded: 1898; Members: 4500; Members Ass: 250; Members Firms: 632 - Pres: Colin Carr; Gen Secr: Michael J. Philpott",Waste Mat; Managers,image00296.jpg
18629,United Kingdom,Institution of Agricultural Engineers (IAgrE),"West End Rd, Silsoe, Bedford MK45 4DU - T: (01525) 861096; E-mail: secretary@iagre.demon.co.uk; Internet: http://www.iagre.demon.co.uk - Founded: 1938; Members: 1800; Members Firms: 10 - Gen Secr: Christopher Whetnall",Agri; Eng & Techn,image00296.jpg
18630,United Kingdom,Institution of Analysts and Programmers,"36 Culmington Rd, London W13 9NH - T: (020) 85672118; Fax: 85674379 - Founded: 1972; Members: 3000 - Gen Secr: Michael C. Ryan",Data Proc,image00296.jpg
18631,United Kingdom,Institution of British Engineers (InstBE),"Royal Liver Bldg, 6 Hampton Pl, Brighton BN1 3DB - T: (01273) 734274 - Founded: 1928; Members: 7854",Eng & Techn,image00296.jpg
18632,United Kingdom,Institution of British Telecommunications Engineers (IBTE),"Angel Centre, 403 Saint John St, London EC1V 4PC - T: (020) 73568008; Fax: 73567942; E-mail: gilbertj@grsec2.agw.bt.co.uk - Founded: 1906; Members: 7600 - Gen Secr: J. Gilbert",Telecomm; Eng & Techn,image00296.jpg
18633,United Kingdom,Institution of Chemical Engineers (IChemE),"Davis Bldg, 165-189 Railway Terrace, Rugby CV21 3HQ - T: (01788) 578214; Fax: 560833; E-mail: library@icheme.org.uk; Internet: http://www.icheme.org - Founded: 1922; Members: 25000 - Gen Secr: Dr. T.J. Evans",Eng & Techn,image00296.jpg
18634,United Kingdom,Institution of Civil Engineering Surveyors,"26 Market St, Altrincham WA14 1PF - T: (0161) 9288074; Fax: 9416134; E-mail: ices@icesurco.demon.co.uk; Internet: http://www.icesurco.demon.co.uk - Founded: 1970; Members: 3100 - Gen Secr: C.K. Blackwell",Eng & Techn,image00296.jpg
18635,United Kingdom,Institution of Civil Engineers (ICE),"1 Great George St, Westminster, London SW1P 3AA - T: (020) 72227722; Fax: 72227500; Internet: http://www.ice.org.uk - Founded: 1818; Members: 3000 - Gen Secr: D.E. Maxwell",Eng & Techn,image00296.jpg
18636,United Kingdom,Institution of Diesel and Gas Turbine Engineers (IDGTE),"POB 43, Bedford MK40 4JB - T: (01234) 214340; Fax: 355493; E-mail: secretary@idgte.demon.co.uk; Internet: http://www.idgte.demon.co.uk - Founded: 1913; Members: 700 - Gen Secr: K.S. Edmanson",Engines & Mot; Eng & Techn,image00296.jpg
18637,United Kingdom,Institution of Domestic Heating and Environmental Engineers,"37a High Rd, Benfleet SS7 5LH - T: (01268) 754266 - Pres: E.E. Farrow",Heating & Air Condit,image00297.jpg
18638,United Kingdom,Institution of Electrical Engineers (IEE),"Savoy Pl, London WC2R 0BL - T: (020) 72401871; Fax: 72407735; E-mail: postmaster@iee.org; Internet: http://www.iee.org - Founded: 1871; Members: 140000; Members Firm: 110 - Member/Branch of: EUREL - Gen Secr: Dr. A. Roberts",Electric Equip; Eng & Techn,image00297.jpg
18639,United Kingdom,Institution of Engineering Designers (IED),"Courtleigh, Westbury Leigh, Westbury BA13 3TA - T: (01373) 822801; Fax: 858085; E-mail: ied@inst_engg.design.demon.co.uk; Internet: http://www.ied.org.uk - Founded: 1945; Members: 5000 - Gen Secr: M.J. Osborne",Designs,image00297.jpg
18640,United Kingdom,Institution of Engineers and Shipbuilders in Scotland (IES),"1 Atlantic Quay, Broomielaw, Glasgow G2 8JE - T: (0141) 2483721 - Founded: 1857; Members: 650 - Gen Secr: D. Callaghan",Shipbuild; Eng & Techn,image00297.jpg
18641,United Kingdom,Institution of Fire Engineers (IFE),"148 New Walk, Leicester LE2 7QB - T: (0116) 2553654; Fax: 2471231; E-mail: info@ife.demon.co.uk; Internet: http://www.ife.org.uk - Founded: 1918; Members: 11000 - Gen Secr: D.W. Evans",Fire-fight Equip; Eng & Techn,image00297.jpg
18642,United Kingdom,Institution of Gas Engineers,"21 Portland Pl, London W1N 3AF - T: (020) 76366603; Fax: 76366602; E-mail: julie@igaseng.demon.co.uk; Internet: http://www.igaseng.com - Founded: 1863; Members: 9388; Members Firm: 110 - Gen Secr: Sandra M. Raine",Eng & Techn,image00297.jpg
18643,United Kingdom,Institution of Highways and Transportation,"6 Endsleigh St, London WC1H0DZ - T: (020) 73872525; Fax: 73872808; E-mail: iht@iht.org - Founded: 1930 - Gen Secr: Dr. Martin Cragg",Freight Transp,image00297.jpg
18644,United Kingdom,Institution of Incorporated Engineers (IEEIE),"Savoy Hill House, Savoy Hill, London WC2R 0BS - T: (020) 78363357; Fax: 74979006; E-mail: iie@dial.pipex.com; Internet: http://www.iie.org.uk - Founded: 1884; Members: 40000 - Gen Secr: David C. Nicoll",Eng & Techn,image00297.jpg
18645,United Kingdom,Institution of Incorporated Executive Engineers,"Wix Hill House, West Horsley KT24 6DZ - T: (01483) 222383; Fax: 211109; E-mail: exec@liexe.demon.co.uk - Founded: 1914; Members: 3400 - Gen Secr: D.J. Dacam",Eng & Techn,image00297.jpg
18646,United Kingdom,Institution of Lighting Engineers (ILE),"Lennox House, 9 Lawford Rd, Rugby CV21 2DZ - T: (01788) 576492; Fax: 540145; E-mail: ile@dial.pipex.com - Founded: 1924; Members: 1900; Members Firms: 45; Member/Branch of: CIE - Gen Secr: Richard G. Frost",Lamps & Light; Eng & Techn,image00297.jpg
18647,United Kingdom,Institution of Mechanical Engineers,"1 Birdcage Walk, London SW1H 9JJ - T: (020) 72227899; Fax: 72224557; E-mail: enquiries@imeche.org.uk; Internet: http://www.imeche.org.uk - Founded: 1847; Members: 77000 - Gen Secr: Dr. Richard A. Pike","Mach, Locks, Fitt; Eng",image00297.jpg
18648,United Kingdom,Institution of Mining Engineers (IMinE),"Danum House, South Parade, Doncaster DN1 2DY - T: (01302) 320486; Fax: 340554; E-mail: imine@clara.net - Founded: 1889; Members: 4500; Members Firms: 2145 - Gen Secr: Dr. G.J.M. Woodrow",Eng & Techn; Mining,image00297.jpg
18649,United Kingdom,Institution of Nuclear Engineering (INucE),"1 Penerley Rd, London SE6 2LQ - T: (020) 86981500; E-mail: inuce@lineone.net; Internet: http://www.physicsweb.org/net - Founded: 1959; Members: 1425; Member/Branch of: ENS - Gen Secr: W.J. Hurst",Eng & Techn; Energy,image00297.jpg
18650,United Kingdom,Institution of Plant Engineers (IPlantE),"77 Great Peter St, London SW1P 2EZ - T: (020) 72332855; Fax: 72332604; E-mail: iplante@ukbusinesscom; Internet: http://www.ukbusiness.com/plante - Founded: 1946; Members: 5600 - Gen Secr: P.F. Tye",Eng & Techn,image00297.jpg
18651,United Kingdom,Institution of Professional Managers and Specialists (IPMS),"75-79 York Rd, London SE1 7AQ - T: (020) 79026600; Fax: 79026667; E-mail: BrettW@ipms.org.uk; Internet: http://www.ipms-research@geo2.poptel.org.uk - Founded: 1919; Members: 90434 - Gen Secr: Bill Brett",Managers,image00297.jpg
18652,United Kingdom,Institution of Professional Managers and Specialists,"75 York St, London SE1 7AQ - T: (020) 79026600",Managers,image00297.jpg
18653,United Kingdom,Institution of Railway Signal Engineers (IRSE),"1 Badlake Close, Badlake Hill, Dawlish EX7 9SA - T: (01626) 888096; Fax: 888571; Internet: http://www.irse.org - Founded: 1912; Members: 3000 - Gen Secr: K.W. Burraac",Railw & Railw Equip; Eng & Techn,image00297.jpg
18654,United Kingdom,Institution of Structural Engineers (IStructE),"11 Upper Belgrave St, London SW1X 8BH - T: (020) 72354535; Fax: 72354294; E-mail: istructe.lon@mail.bogo.co.uk - Founded: 1908; Members: 23500 - Gen Secr: Dr. John W. Dougill",Structural Engineer,image00297.jpg
18655,United Kingdom,Instock Footwear Suppliers Association (I.F.S.A.),"Marione House, Churchill Way, Fleckney, Leicester LE8 0UD - T: (0116) 2403232; Fax: 2402762 - Founded: 1947; Members Firms: 15 - Gen Secr: B. Beattie",Shoes,image00297.jpg
18656,United Kingdom,Insurance Institute of London,"20 Aldermanbury, London EC2V 7HY - T: (020) 76001343; Fax: 76006837; Internet: http://www.wire.co.uk/iil - Founded: 1907; Members: 13000 - Gen Secr: Leon Hulmt",Insur,image00297.jpg
18657,United Kingdom,Insurers' Company,"The Hall, 20 Aldermanbury, London EC2V 7HY",Insur,image00297.jpg
18658,United Kingdom,Interior Decorators and Designers Association (IDDA),"1-4 Chelsea Harbour Design Centre, Chelsea Harbour, Lots Rd, London SW10 0XE - T: (020) 73490800; Fax: 73490500; E-mail: enquiries@idda.co.uk; Internet: http://www.idda.co.uk - Founded: 1966; Members: 450",Interior Decor; Designs,image00297.jpg
18659,United Kingdom,International Airline Passengers Association (IAPA),"International House, 500 Purley Way, Croydon CR0 4NZ - T: (020) 86816555; Fax: 86810234; E-mail: info@iapa.co.org; Internet: http://www.iapa.com - Founded: 1950 - Gen Secr: Isla O'Connor",Air Traf,image00297.jpg
18660,United Kingdom,International Apparel Federation (IAF),"5 Portland Pl, London W1B 1PW - T: (020) 76367788; Fax: 74368261; E-mail: iaf@iaf.com; Internet: http://www.iafnet.org - Founded: 1977; Members Ass: 29",Focus,image00297.jpg
18661,United Kingdom,International Artist Managers' Association (IAMA),"4 Addison Bridge Pl, London W14 8XP - T: (020) 76104884; Fax: 76104994; E-mail: info@iamaworld.com; Internet: http://www.iamaworld.com - Gen Secr: A. Swainsthor-Hanson",Arts & Crafts; Managers,image00297.jpg
18662,United Kingdom,International Association for Pattern Recognition (IAPR),"66 Weston Park, Thames Ditton KT7 0HL - T: (020) 83982766; Fax: 83982766; E-mail: susanmduff@cs.com; Internet: http://www.iapr.org - Founded: 1978; Members Ass: 37 - Gen Secr: Susan Duff",Copyr & Tradem,image00297.jpg
18663,United Kingdom,International Association for Practising Accountants (IAPA),"Enterprise House, 88-90 Victoria Rd, Aldershot GU11 1SS - T: (01252) 327666; Fax: 310890; E-mail: admin@iapa-accountants.com; Internet: http://www.iapa-accountants.com - Founded: 1979 - Gen Secr: David A. Turnbull",Account,image00297.jpg
18664,United Kingdom,International Association of Book-Keepers (IAB),"Burford House, 44 London Rd, Sevenoaks TN13 1AS - T: (01732) 741737; Fax: 455848; E-mail: mail@iab.org.uk; Internet: http://www.iab.org.uk - Founded: 1972; Members: 1275 - Gen Secr: J. Malcolm Dean",Account,image00297.jpg
18665,United Kingdom,International Association of Broadcasting Manufacturers (IABM),"Broad Oaks, Parish Ln, Slough SL2 3JW - T: (01753) 645682; Fax: 645682; E-mail: info@iabm.org.uk - Founded: 1976; Members Firms: 96 - Gen Secr: Brenda White",Radio & TV Receiv,image00297.jpg
18666,United Kingdom,International Association of Dry Cargo Ship Owners (Intercargo),"4 London Wall Bldg, Blomfield St, London EC2M 5NT - T: (020) 76383989; Fax: 76383943; E-mail: intercargo@compuserve.com; Internet: http://www.intercargo.org - Founded: 1980; Members Firms: 150 - Pres: Sverre J. Tidemand",Shipping,image00297.jpg
18667,United Kingdom,International Association of Entertainment Lawyers (IAEL),"c/o Simkins Partnership, 45-51 Whitfield St, London W1P 6AA - T: (020) 76311050; Fax: 74362744; E-mail: simkins@simkins.com; Internet: http://www.iael.org - Founded: 1978 - Gen Secr: Julian Torton",Lawyers,image00297.jpg
18668,United Kingdom,International Association of Fish Meal Manufacturers,→ International Fish Meal and Oil Manufacturers Association,Focus,image00297.jpg
18669,United Kingdom,International Association of Tour Managers (IATM),"397 Walworth Rd, London SE17 2AW - T: (020) 77039154; Fax: 77030358; E-mail: iatm@iatm.co.uk; Internet: http://www.iatm.co.uk - Founded: 1962; Members: 1750 - Gen Secr: Ron Julian",Trav Agenc & Tour Operat,image00297.jpg
18670,United Kingdom,International Bar Association (IBA),"271 Regent St, London W1R 7PH - T: (020) 76291206; Fax: 74090456; E-mail: member@int-bar.org; Internet: http://www.ibanet.org - Founded: 1947; Members: 18000; Members Ass: 104 - Gen Secr: Mark Ellis",Lawyers,image00297.jpg
18671,United Kingdom,International Brewers' Guild (IBG),"8 Ely Pl, London EC1N 6SD - T: (020) 74054565; Fax: 78314995; E-mail: brewersguild@compuserve.com - Founded: 1906; Members: 2000 - Gen Secr: W.D.J. Carling",Beer,image00297.jpg
18672,United Kingdom,International Bunker Industry Association (IBIA),"Baltic Exchange, 38 Saint Mary Axe, London EC3A 8BH - T: (020) 79291616; Fax: 79291717; E-mail: ibia@globalnet.co.uk - Founded: 1992",Constr Ind,image00297.jpg
18673,United Kingdom,International Bureau of Tyre Dealers' and Retreaders' Associations,"Elsinore House, Buckingham St, Aylesbury HP20 2NQ - T: (01296) 399837; Fax: 88675; E-mail: bipaver@indirect.co.uk - Founded: 1954 - Gen Secr: Richard Edy",Auto Parts,image00297.jpg
18674,United Kingdom,International Cable Protection Committee (ICPC),"POB 50, Totton SO40 4ZY - T: (023) 80866099; Fax: 80873596; E-mail: icpc@qualtack.com; Internet: http://www.icpc.org - Founded: 1958; Members: 65 - Gen Secr: G.L. Marle",Telecomm,image00297.jpg
18675,United Kingdom,International Cargo Handling Coordination Association (ICHCA),"71 Bondway, London SW8 1SH - T: (020) 77931022; Fax: 78201703; E-mail: postmaster@ichca.org; Internet: http://www.ichca.org - Founded: 1952; Members: 2000 - Gen Secr: Gerry Askham",Freight Transp,image00297.jpg
18676,United Kingdom,International Chamber of Shipping (ICS),"12 Carthusian St, London EC1M 6EB - T: (020) 74178844; Fax: 74178877; E-mail: ics@marisec.org.uk - Founded: 1921; Members Firms: 40; Member/Branch of: IMO - Gen Secr: Chris Horrocks",Shipping,image00297.jpg
18677,United Kingdom,International Cocoa Organization (ICCO),"22 Bemers St, London W1P 3DB - T: (020) 76373211; Fax: 76310114; E-mail: info@icco.org; Internet: http://www.icco.org - Founded: 1973; Members Ass: 60 - Pres: J.H. Newman; Gen Secr: Dr. Edouard Kouamé",Cocoa,image00297.jpg
18678,United Kingdom,International Coffee Organization (ICO),"22 Bemers St, London W1P 4DD - T: (020) 75808591; Fax: 75806129; E-mail: info@ico.org; Internet: http://www.ico.org - Founded: 1962; Members Ass: 61 - Gen Secr: Celsius A. Lodder",Coffee,image00297.jpg
18679,United Kingdom,International Commercial Property Associates,"77 Grosvenor St, London W1A 2BT - T: (020) 76297666; Fax: 74093016 - Founded: 1992; Members Firms: 12",Real Est,image00297.jpg
18680,United Kingdom,International Institute of Public Relations Consultancies Association,"Willow Pl, London SW1P 1JH - T: (020) 72336026; Fax: 78284797; E-mail: chris@prca.org.uk; Internet: http://www.mailex.co.uk/prca - Founded: 1986; Members Firms: 20 - Gen Secr: Chris McDowall",Advert,image00297.jpg
18681,United Kingdom,International Confederation of Midwives (ICM),"10 Barley Mow Passage, London W4 4PH - T: (020) 89946477; Fax: 89951332; E-mail: 100702.2405@compuserve.com - Founded: 1919; Members Ass: 77 - Gen Secr: J. Walker",Midwives,image00297.jpg
18682,United Kingdom,International Cooperative and Mutual Insurance Federation (ICMIF),"POB 21, Altrincham WA14 4PD - T: (0161) 9295090; Fax: 9295163; E-mail: icmif@icmif.org; Internet: http://www.icmif.org - Founded: 1922; Members Firms: 150 - Gen Secr: Hans Dahlberg",Insur,image00297.jpg
18683,United Kingdom,International Council of Graphic Design Associations (ICOGRADA),"POB 398, London W11 4UG - T: (020) 76038494; Fax: 73716040; E-mail: 106065.2235@compuserve.com - Founded: 1963; Members Ass: 58 - Gen Secr: Mary V. Mullin",Designs,image00297.jpg
18684,United Kingdom,"International Council of Hides, Skins and Leather Traders Associations Associations","Douglas House, Douglas Rd, Melrose TD6 9QT - T: (01896) 822233; Fax: 823344 - Founded: 1929; Members Ass: 30 - Gen Secr: A.D. Cox",Hides & Skins,image00297.jpg
18685,United Kingdom,International Council of Marine Industry Associations (ICOMIA),"Meadlake Pl, Thorpe Lea Rd, Egham TW20 8HE - T: (01784) 473377; Fax: 439678; E-mail: icomia@msn.com - Founded: 1966; Members Ass: 25 - Gen Secr: T.P.T. Donkin",Shipbuild,image00297.jpg
18686,United Kingdom,International Council of Tanners (ICT),"Leather Trade House, Kings Park Rd, Moulton Park, Northampton NN3 6JD - E-mail: ict@bicleathertech.com - Founded: 1926; Members Firms: 36 - Gen Secr: R. Paul Pearson",Leather & Leather Prod,image00297.jpg
18687,United Kingdom,International Credit Insurance Association (ICIA),"1-2 Castle Ln, London SW1E 6DR - T: (020) 72338880; Fax: 72338544; E-mail: secretariat@cia.org.uk; Internet: http://www.icia.ch - Founded: 1928; Members Firms: 50 - Gen Secr: Klaus Oppenheimer",Insur,image00297.jpg
18688,United Kingdom,International Egg Commission (IEC),"Ste 105, Albany House, 324-326 Regent St, London W1R 5AA - T: (020) 75807425; Fax: 75807430; E-mail: ieclondon@aol.com; Internet: http://www.internationalegg.com/ - Founded: 1962; Members Ass.: 36 - Gen Secr: Mike Ring",Eggs & Egg Prod,image00298.jpg
18689,United Kingdom,International Federation of Air Line Pilots Associations (IFALPA),"Interpilot House, Gogmore Ln, Chertsey KT16 9AP - T: (01932) 571711; Fax: 570920; E-mail: admin@ifalpa.org; Internet: http://www.ifalpa.org - Founded: 1948; Members Ass.: 94 - Gen Secr: Cathy Bill",Air Traff,image00298.jpg
18690,United Kingdom,International Federation of Air Traffic Safety Electronic Associations (IFATSEA),"75-79 York Rd, London SE1 7AQ - T: (020) 79026618; Fax 79026667; E-mail: findlayi@ iprms.org.uk - Founded: 1972; Members Ass.: 44 - Gen Secr: Iain Findlay",Aero,image00298.jpg
18691,United Kingdom,International Federation of Airworthiness (IFA),"58 Whiteheath Av, Ruislip HA4 7PW - T: (01895) 672504; Fax: 676656; E-mail: dksmith@rmplc.co.uk; Internet: http:// www.ifairwor.org - Founded: 1975; Members Firms: 122 - Gen Secr: D.K. Smith",Air Traff,image00298.jpg
18692,United Kingdom,International Federation of Boat Show Organisers (IFBSO),"1 Victoria Rd, Weybridge KT13 9QH - T: (01932) 856766; Fax: 848505; E-mail: ifbso@ compuserve.com; Internet: http://www.ifbso.com - Founded: 1964; Members Firms: 39 - Gen Secr: Val Thomborough",Fairs & Exhib,image00298.jpg
18693,United Kingdom,International Federation of Business and Professional Women (IFBPW),"Studio 16, Cloisters Business Centre, 8 Battersea Park Rd, London SW8 4BG - T: (020) 77388323; Fax: 76228528; E-mail: ibpw-hq@ compuserve.com; Internet: http://www.bwpintl.com - Founded: 1930; Members Firms: 100000 - Pres: Sylvia G. Perry",Gen Bus,image00298.jpg
18694,United Kingdom,International Federation of Essential Oils and Aroma Trades (IFEAT),"Federation House, 6 Catherine St, London WC2B 5JJ - T: (020) 78362460; Fax: 78360580 - Founded: 1978; Members Firms: 161 - Gen Secr: J.S. Clarke",Fat & Oil,image00298.jpg
18695,United Kingdom,International Federation of Free Journalists (IFFJ),"4 Overton Rd, London N14 4SY - T: (020) 83502991 - Founded: 1942; Members: 94 - Gen Secr: Krystyna Asipowicz",Journalists,image00298.jpg
18696,United Kingdom,International Federation of Ironmongers and Iron Merchants Association,"225 Bristol Rd, Birmingham B5 7UB - T: (0121) 4466688; Fax: 4466215; E-mail: ifia@ bhifgroup.demon.co.uk - Founded: 1909; Members Firms: 21 - Gen Secr: Jonathan Swift",Iron & Steel,image00298.jpg
18697,United Kingdom,International Federation of Prestressed Concrete,"11 Upper Belgrave St, London SW1X 8BH - T: (020) 72354535; Fax: 72354294; E-mail: istructe.lon@mail.bogo.co.uk - Founded: 1952; Members Firms: 8500 - Gen Secr: Dally Reynolds",Constr Mat & Parts,image00298.jpg
18698,United Kingdom,International Federation of Shipmasters Associations (IFSMA),"202 Lambeth Rd, London SE1 7JY - T: (020) 72610450; Fax: 79289030; E-mail: hq@ifsmar.org; Internet: http://www.ifsma.org - Founded: 1974; Members Ass.: 33; Members Firms: 128 - Gen Secr: R. Clipsham",Shipping,image00298.jpg
18699,United Kingdom,International Federation of Societies of Cosmetic Chemists (IFSCC),"G.T. House, 24-26 Rothesay Rd, Luton LU1 1QX - T: (01582) 726661; Fax: 405217; E-mail: info@ifscc.org; Internet: http://www.ifscc.org - Founded: 1959; Members Ass.: 37 - Gen Secr: Loma K. Westen",Cosmet,image00298.jpg
18700,United Kingdom,International Federation of the Periodical Press (FIPP),"Queen's House, 55-56 Lincoln's Inn Fields, London WC2A 3LJ - T: (020) 74044169; Fax: 74044170; E-mail: info@fipp.com; Internet: http://www.fipp.com - Founded: 1910; Members Ass.: 31 - Pres: Per R. Mortensen",Magaz,image00298.jpg
18701,United Kingdom,International Federation of the Phonographic Industry (IFPI),"54 Regent St, London W1R 5PJ - T: (020) 78787900; Fax: 78787950; E-mail: info@ifpi.org; Internet: http://www.ifpi.org - Founded: 1933; Members Firms: 1319 - Pres: Jason Berman; Gen Secr: Nicholas Garnett",Records,image00298.jpg
18702,United Kingdom,International Federation of Tour Operators (IFTO),"170 High St, Lewes BN7 1YE - T: (01273) 477722; Fax: 483746; E-mail: ifto@demon.co.uk - Founded: 1978; Members: 18 - Pres: Martin Brackenbury; Gen Secr: Alan Flook",Trav Agenc & Tour Oper,image00298.jpg
18703,United Kingdom,International Fish Feed Federation (IFIF),"214 Prestbury Rd, Cheltenham GL52 3ER - T: (01242) 267702; Fax: 267701; Internet: http://www.ifif.org - Founded: 1987; Members Ass.: 60 - Gen Secr: Roger Gilbert",Feed,image00298.jpg
18704,United Kingdom,International Fish Meal and Oil Manufacturers Association (IFOMA),"2 College Yard, Lower Dagnall St, Saint Albans AL3 4PE - T: (01727) 842844; Fax: 832866; E-mail: ifoma@compuserve.com; Internet: http://www.ififoma.co.uk/ifoma - Founded: 1959; Members Ass.: 18; Members Firms: 111 - Gen Secr: Dr. Stuart M. Barlow",Fisheries & Fish Prod,image00298.jpg
18705,United Kingdom,International Fish Meal and Oil Manufacturers Association (IFOMA),"2 College Yard, Lower Dagnall St, Saint Albans AL3 4PE - T: (01727) 842844; Fax: 842866; E-mail: ifoma@email.msn.com; Internet: http://www.fishlink.co.uk/ifoma - Founded: 1959; Members Ass.: 18; Members Firms: 111 - Gen Secr: Dr. Stuart M. Barlow",Fisheries & Fish Prod,image00298.jpg
18706,United Kingdom,International Fur Trade Federation (IFTF),"POB 318, Walton KT12 2WH - T: (01932) 232866; Fax: 232656; Internet: http://www.igu.org - Founded: 1949; Members Firms: 33 - Gen Secr: J. Bailey",Furs,image00298.jpg
18707,United Kingdom,International General Produce Association,"GAFTA House, 6 Chapel Pl, Rivington St, London EC2A 3SH - T: (020) 78149666; Fax: 78148383; E-mail: igpa@gafta.demon.co.uk; Internet: http://www.igpa.com - Founded: 1876; Members Firms: 100",Commerce,image00298.jpg
18708,United Kingdom,International Grains Council (IGC),"1 Canada Sq, Canary Wharf, London E14 5AE - T: (020) 75131122; Fax: 75131630; E-mail: igc@igc.org.uk; Internet: http://www.igc.org.uk - Founded: 1949 - Gen Secr: G.A. Denis",Grain,image00298.jpg
18709,United Kingdom,International Institute of Risk and Safety Management (IIRSM),"70 Chancellors Rd, London W6 9RS - T: (020) 86005538; Fax: 87411349; E-mail: enquiries@ iirsm.org; Internet: http://www.iirsm.org - Founded: 1975; Members: 5000 - Gen Secr: Julie Sylvester",Insur; Managers,image00298.jpg
18710,United Kingdom,International Institute of Security (IIsec),"Ste 8, The Business Centre, 57 Torquay Rd, Paignton TQ3 3DT - T: (01808) 663275; Fax: 663251 - Founded: 1868; Members: 750 - Gen Secr: P.J. Tarr",Secur & Safety Serv,image00298.jpg
